,index,BVSP.Adjusted,N225.Adjusted,FTSE.Adjusted,GSPC.Adjusted,SSEC.Adjusted
884,2016/3/15,47130,17117.07031,6140,2015.930054,2864.36792
885,2016/3/16,47763,16974.44922,6175.5,2027.219971,2870.429932
886,2016/3/17,50914,16936.38086,6201.100098,2040.589966,2904.832031
887,2016/3/18,50815,16724.81055,6189.600098,2049.580078,2955.149902
888,2016/3/22,51010,17048.55078,6192.700195,2049.800049,2999.363037
889,2016/3/23,49690,17000.98047,6199.100098,2036.709961,3009.959961
890,2016/3/24,49657,16892.33008,6106.5,2035.939941,2960.969971
891,2016/3/29,51155,17103.5293,6105.899902,2055.01001,2919.832031
892,2016/3/30,51249,16878.96094,6203.200195,2063.949951,3000.64502
893,2016/3/31,50055,16758.66992,6174.899902,2059.73999,3003.915039
894,2016/4/1,50562,16164.16016,6146.100098,2072.780029,3009.530029
895,2016/4/5,49054,15732.82031,6091.200195,2045.170044,3053.064941
896,2016/4/6,48096,15715.36035,6161.600098,2066.659912,3050.592041
897,2016/4/7,48513,15749.83984,6136.899902,2041.910034,3008.419922
898,2016/4/8,50293,15821.51953,6204.399902,2047.599976,2984.958008
899,2016/4/11,50165,15751.12988,6200.100098,2041.98999,3033.957031
900,2016/4/12,52002,15928.79004,6242.399902,2061.719971,3023.645996
901,2016/4/13,53150,16381.21973,6362.899902,2082.419922,3066.637939
902,2016/4/14,52411,16911.05078,6365.100098,2082.780029,3082.362061
903,2016/4/15,53228,16848.0293,6343.799805,2080.72998,3078.116943
904,2016/4/18,52894,16275.9502,6353.5,2094.340088,3033.659912
905,2016/4/19,53710,16874.43945,6405.399902,2100.800049,3042.822998
906,2016/4/20,53631,16906.53906,6410.299805,2102.399902,2972.583984
907,2016/4/22,52908,17572.49023,6310.399902,2091.580078,2959.23999
908,2016/4/25,51862,17439.30078,6260.899902,2087.790039,2946.669922
909,2016/4/26,53083,17353.2793,6284.5,2091.699951,2964.699951
910,2016/4/27,54478,17290.49023,6319.899902,2095.149902,2953.670898
911,2016/4/28,54312,16666.05078,6322.399902,2075.810059,2945.589111
912,2016/5/6,51718,16106.71973,6125.700195,2057.139893,2913.248047
913,2016/5/9,50990,16216.03027,6114.799805,2058.689941,2832.113037
914,2016/5/10,53071,16565.18945,6156.700195,2084.389893,2832.591064
915,2016/5/11,52764,16579.00977,6162.5,2064.459961,2837.037109
916,2016/5/12,53241,16646.33984,6104.200195,2064.110107,2835.862061
917,2016/5/13,51804,16412.21094,6138.5,2046.609985,2827.108887
918,2016/5/16,51803,16466.40039,6151.399902,2066.659912,2850.862061
919,2016/5/17,50839,16652.80078,6167.799805,2047.209961,2843.684082
920,2016/5/18,50562,16644.68945,6165.799805,2047.630005,2807.513916
921,2016/5/19,50133,16646.66016,6053.399902,2040.040039,2806.906006
922,2016/5/20,49723,16736.34961,6156.299805,2052.320068,2825.48291
923,2016/5/23,49330,16654.59961,6136.399902,2048.040039,2843.64502
924,2016/5/24,49345,16498.75977,6219.299805,2076.060059,2821.666016
925,2016/5/25,49483,16757.34961,6262.899902,2090.540039,2815.085938
926,2016/5/27,49051,16834.83984,6270.799805,2099.060059,2821.045898
927,2016/5/31,48472,17234.98047,6230.799805,2096.949951,2916.615967
928,2016/6/1,49013,16955.73047,6191.899902,2099.330078,2913.508057
929,2016/6/2,49887,16562.55078,6185.600098,2105.26001,2925.229004
930,2016/6/3,50619,16642.23047,6209.600098,2099.129883,2938.681885
931,2016/6/6,50432,16580.0293,6273.399902,2109.409912,2934.0979
932,2016/6/7,50488,16675.44922,6284.5,2112.129883,2936.044922
933,2016/6/8,51629,16830.91992,6301.5,2119.120117,2927.158936
934,2016/6/13,49661,16019.17969,6045,2079.060059,2833.071045
935,2016/6/14,48648,15859,5923.5,2075.320068,2842.188965
936,2016/6/15,48915,15919.58008,5966.799805,2071.5,2887.209961
937,2016/6/16,49412,15434.13965,5950.5,2077.98999,2872.816895
938,2016/6/17,49534,15599.66016,6021.100098,2071.219971,2885.10498
939,2016/6/20,50329,15965.29981,6204,2083.25,2888.809082
940,2016/6/21,50838,16169.11035,6226.600098,2088.899902,2878.558105
941,2016/6/22,50156,16065.71973,6261.200195,2085.449951,2905.550049
942,2016/6/23,51560,16238.34961,6338.100098,2113.320068,2891.959961
943,2016/6/24,50105,14952.01953,6138.700195,2037.410034,2854.285889
944,2016/6/27,49246,15309.20996,5982.200195,2000.540039,2895.702881
945,2016/6/28,50007,15323.13965,6140.399902,2036.089966,2912.556885
947,2016/6/30,51527,15575.91992,6504.299805,2098.860107,2929.605957
948,2016/7/1,52233,15682.48047,6577.799805,2102.949951,2932.476074
949,2016/7/5,51842,15669.33008,6545.399902,2088.550049,3006.39209
950,2016/7/6,51902,15378.99023,6463.600098,2099.72998,3017.291992
951,2016/7/7,52015,15276.24023,6533.799805,2097.899902,3016.846924
952,2016/7/8,53141,15106.98047,6590.600098,2129.899902,2988.093994
953,2016/7/11,53960,15708.82031,6682.899902,2137.159912,2994.916992
954,2016/7/12,54256,16095.65039,6680.700195,2152.139893,3049.381104
955,2016/7/13,54598,16231.42969,6670.399902,2152.429932,3060.688965
956,2016/7/14,55481,16385.89063,6654.5,2163.75,3054.018066
957,2016/7/15,55578,16497.84961,6669.200195,2161.73999,3054.295898
958,2016/7/19,56698,16723.31055,6697.399902,2163.780029,3036.5979
959,2016/7/20,56578,16681.89063,6729,2173.02002,3027.899902
960,2016/7/21,56641,16810.2207,6699.899902,2165.169922,3039.009033
961,2016/7/22,57002,16627.25,6730.5,2175.030029,3012.815918
962,2016/7/25,56873,16620.28906,6710.100098,2168.47998,3015.827881
963,2016/7/26,56783,16383.04004,6724,2169.179932,3050.166016
964,2016/7/27,56853,16664.82031,6750.399902,2166.580078,2991.999023
965,2016/7/28,56667,16476.83984,6721.100098,2170.060059,2994.322998
966,2016/7/29,57308,16569.26953,6724.399902,2173.600098,2979.339111
967,2016/8/1,56756,16635.76953,6694,2170.840088,2953.38501
968,2016/8/2,56162,16391.44922,6645.399902,2157.030029,2971.279053
969,2016/8/3,57077,16083.11035,6634.399902,2163.790039,2978.460938
970,2016/8/4,57594,16254.88965,6740.200195,2164.25,2982.426025
971,2016/8/5,57661,16254.4502,6793.5,2182.870117,2976.696045
972,2016/8/8,57635,16650.57031,6809.100098,2180.889893,3004.2771
973,2016/8/9,57689,16764.9707,6851.299805,2181.73999,3025.680908
974,2016/8/10,56920,16735.11914,6866.399902,2175.48999,3018.746094
975,2016/8/12,58298,16919.91992,6916,2184.050049,3050.666992
976,2016/8/15,59146,16869.56055,6941.200195,2190.149902,3125.195068
977,2016/8/16,58855,16596.50977,6893.899902,2178.149902,3110.037109
978,2016/8/17,59324,16745.64063,6859.200195,2182.219971,3109.554932
979,2016/8/18,59166,16486.00977,6869,2187.02002,3104.114014
980,2016/8/19,59099,16545.82031,6859,2183.870117,3108.102051
981,2016/8/22,57781,16598.18945,6828.5,2182.639893,3084.804932
982,2016/8/23,58020,16497.35938,6868.5,2186.899902,3089.706055
983,2016/8/24,57718,16597.30078,6835.799805,2175.439941,3085.879883
984,2016/8/25,57722,16555.94922,6816.899902,2172.469971,3068.329102
985,2016/8/26,57716,16360.70996,6838.100098,2169.040039,3070.309082
986,2016/8/30,58575,16725.35938,6820.799805,2176.120117,3074.677002
987,2016/8/31,57901,16887.40039,6781.5,2170.949951,3085.490967
988,2016/9/1,58236,16926.83984,6746,2170.860107,3063.304932
989,2016/9/2,59616,16925.67969,6894.600098,2179.97998,3067.352051
990,2016/9/6,60129,17081.98047,6826.100098,2186.47998,3090.712891
991,2016/9/8,60232,16958.76953,6858.700195,2181.300049,3095.954102
992,2016/9/9,58000,16965.75977,6777,2127.810059,3078.85498
993,2016/9/12,58586,16672.91992,6700.899902,2159.040039,3021.977051
994,2016/9/13,56821,16729.03906,6665.600098,2127.02002,3023.51001
995,2016/9/14,57059,16614.24023,6673.299805,2125.77002,3002.849121
996,2016/9/20,57736,16492.15039,6830.799805,2139.76001,3023
997,2016/9/21,58394,16807.61914,6834.799805,2163.120117,3025.874023
998,2016/9/23,58697,16754.01953,6909.399902,2164.689941,3033.895996
999,2016/9/26,58054,16544.56055,6818,2146.100098,2980.429932
1000,2016/9/27,58382,16683.92969,6807.700195,2159.929932,2998.172119
1001,2016/9/28,59356,16465.40039,6849.399902,2171.370117,2987.85791
1002,2016/9/29,58351,16693.71094,6919.399902,2151.129883,2998.48291
1003,2016/9/30,58367,16449.83984,6899.299805,2168.27002,3004.702881
1004,2016/10/11,61022,17024.75977,7070.899902,2136.72998,3065.25
1005,2016/10/13,61119,16774.24023,6977.700195,2132.550049,3061.345947
1006,2016/10/14,61767,16856.36914,7013.600098,2132.97998,3063.809082
1007,2016/10/17,62696,16900.11914,6947.600098,2126.5,3041.166016
1008,2016/10/18,63782,16963.60938,7000.100098,2139.600098,3083.875
1009,2016/10/19,63506,16998.91016,7021.899902,2144.290039,3084.718994
1010,2016/10/20,63838,17235.5,7026.899902,2141.340088,3084.458008
1011,2016/10/21,64108,17184.58984,7020.5,2141.159912,3090.940918
1012,2016/10/24,64060,17234.41992,6986.399902,2151.330078,3128.24707
1013,2016/10/25,63866,17365.25,7017.600098,2143.159912,3131.938965
1014,2016/10/26,63826,17391.83984,6958.100098,2139.429932,3116.312012
1015,2016/10/27,64250,17336.41992,6986.600098,2133.040039,3112.350098
1016,2016/10/28,64308,17446.41016,6996.299805,2126.409912,3104.27002
1017,2016/10/31,64925,17425.01953,6954.200195,2126.149902,3100.491943
1018,2016/11/1,63326,17442.40039,6917.100098,2111.719971,3122.436035
1019,2016/11/4,61598,16905.35938,6693.299805,2085.179932,3125.316895
1020,2016/11/7,64052,17177.21094,6806.899902,2131.52002,3133.333008
1021,2016/11/8,64158,17171.38086,6843.100098,2139.560059,3147.887939
1022,2016/11/9,63258,16251.54004,6911.799805,2163.26001,3128.370117
1023,2016/11/10,61201,17344.41992,6828,2167.47998,3171.281982
1024,2016/11/11,59184,17374.78906,6730.399902,2164.449951,3196.043945
1025,2016/11/14,59657,17672.61914,6753.200195,2164.199951,3210.371094
1026,2016/11/16,60759,17862.21094,6749.700195,2176.939941,3205.056885
1027,2016/11/17,59770,17862.63086,6794.700195,2187.120117,3208.452881
1028,2016/11/18,59962,17967.41016,6775.799805,2181.899902,3192.855957
1029,2016/11/21,61070,18106.01953,6778,2198.179932,3218.147949
1030,2016/11/22,61954,18162.93945,6819.700195,2202.939941,3248.352051
1031,2016/11/25,61559,18381.2207,6840.799805,2213.350098,3261.937988
1032,2016/11/28,62855,18356.89063,6799.5,2201.719971,3277
1033,2016/11/29,60987,18307.03906,6772,2204.659912,3282.924072
1034,2016/11/30,61906,18308.48047,6783.799805,2198.810059,3250.033936
1035,2016/12/1,59507,18513.11914,6752.899902,2191.080078,3273.309082
1036,2016/12/2,60316,18426.08008,6730.700195,2191.949951,3243.843018
1037,2016/12/5,59832,18274.99023,6746.799805,2204.709961,3204.708984
1038,2016/12/6,61088,18360.53906,6779.799805,2212.22998,3199.646973
1039,2016/12/7,61414,18496.68945,6902.200195,2241.350098,3222.241943
1040,2016/12/8,60677,18765.4707,6931.600098,2246.189941,3215.365967
1041,2016/12/9,60501,18996.36914,6954.200195,2259.530029,3232.883057
1042,2016/12/12,59179,19155.0293,6890.399902,2256.959961,3152.969971
1043,2016/12/13,59281,19250.51953,6968.600098,2271.719971,3155.037109
1044,2016/12/14,58212,19253.60938,6949.200195,2253.280029,3140.531006
1045,2016/12/15,58396,19273.78906,6999,2262.030029,3117.677002
1046,2016/12/16,58389,19401.15039,7011.600098,2258.070068,3122.981934
1047,2016/12/19,57111,19391.59961,7017.200195,2262.530029,3118.084961
1048,2016/12/20,57583,19494.5293,7044,2270.76001,3102.875977
1049,2016/12/21,57647,19444.49023,7041.399902,2265.179932,3137.429932
1050,2016/12/22,57255,19427.66992,7063.700195,2260.959961,3139.558105
1051,2016/12/28,59782,19401.7207,7106.100098,2249.919922,3102.236084
1052,2016/12/29,60227,19145.14063,7120.299805,2249.26001,3096.096924
